filename,split,class
HEW1_20200622150241_0006_L1B_CMOS2_7_11_512_512_0.png,train,negative
HFM2_20200827222226_0001_L1B_CMOS3_1_16_512_512_0.png,train,negative
HFM2_20210516234906_0016_L1B_CMOS3_3_6_512_512_1.png,train,positive
HGM1_20200718224680_0005_L1B_CMOS1_13_2_512_512_0.png,train,negative
HGM1_20210910224080_0004_L1B_CMOS3_8_3_512_512_0.png,train,negative
HFM2_20210516234906_0015_L1B_CMOS1_8_5_512_512_1.png,train,positive
HFM2_20200827222226_0001_L1B_CMOS1_12_11_512_512_0.png,train,negative
HGZ3_20200824012507_0005_L1B_CMOS3_16_1_512_512_1.png,train,positive
HFM2_20210516234906_0015_L1B_CMOS1_12_18_512_448_0.png,train,negative
HGM2_20200603235033_0005_L1B_CMOS2_7_15_512_512_1.png,train,positive
HFM2_20210516234906_0013_L1B_CMOS2_10_9_512_512_1.png,train,positive
HFM2_20210516234906_0015_L1B_CMOS1_13_14_512_512_1.png,train,positive
HEW1_20200622150241_0006_L1B_CMOS2_14_4_512_512_0.png,train,negative
HEM2_20200722222051_0008_L1B_CMOS3_7_15_512_512_0.png,train,negative
HEM2_20200722222051_0008_L1B_CMOS3_7_4_512_512_1.png,train,positive
HGM2_20200603235033_0005_L1B_CMOS2_9_12_512_512_1.png,train,positive
HFM2_20210516234906_0013_L1B_CMOS2_10_4_512_512_1.png,train,positive
HFM2_20200827222226_0002_L1B_CMOS1_11_17_512_512_0.png,train,negative
HFM2_20210516234906_0013_L1B_CMOS2_13_7_512_512_1.png,train,positive
HEM1_20200623235326_0005_L1B_CMOS2_14_0_512_512_1.png,train,positive
HFM2_20210516234906_0013_L1B_CMOS2_11_13_512_512_1.png,train,positive
HGZ3_20200824012507_0005_L1B_CMOS3_1_6_512_512_0.png,train,negative
HEW1_20200622150241_0006_L1B_CMOS2_15_7_512_512_0.png,train,negative
HFM2_20210516234906_0016_L1B_CMOS1_2_6_512_512_1.png,train,positive
HFM2_20210516234906_0016_L1B_CMOS1_1_11_512_512_1.png,train,positive
HFM2_20210516234906_0013_L1B_CMOS3_3_5_512_512_1.png,train,positive
HFM2_20210516234906_0015_L1B_CMOS1_12_16_512_512_0.png,train,negative
HFM2_20210516234906_0015_L1B_CMOS1_18_7_449_512_1.png,train,positive
HFM2_20200827222226_0001_L1B_CMOS3_0_8_512_512_0.png,train,negative
HHM1_20210819234751_0003_L1B_CMOS2_15_14_512_512_1.png,train,positive
HFM2_20210516234906_0016_L1B_CMOS1_7_11_512_512_1.png,train,positive
HFM2_20200827222226_0001_L1B_CMOS1_2_3_512_512_0.png,train,negative
HFM2_20210516234906_0016_L1B_CMOS3_1_8_512_512_0.png,train,negative
HEM1_20200623235326_0005_L1B_CMOS2_4_1_512_512_0.png,train,negative
HFM2_20210516234906_0016_L1B_CMOS1_1_9_512_512_1.png,train,positive
HEM1_20200623235326_0005_L1B_CMOS2_14_15_512_512_0.png,train,negative
HFM2_20210516234906_0016_L1B_CMOS1_6_11_512_512_1.png,train,positive
HGM2_20200621234228_0006_L1B_CMOS1_14_7_512_512_0.png,train,negative
HFM2_20210516234906_0016_L1B_CMOS1_5_12_512_512_1.png,train,positive
HFM2_20210516234906_0015_L1B_CMOS1_15_14_512_512_1.png,train,positive
HGM2_20200603235033_0005_L1B_CMOS2_17_16_512_512_1.png,train,positive
HHM1_20210819234751_0003_L1B_CMOS2_9_7_512_512_0.png,train,negative
HEM1_20200623235326_0005_L1B_CMOS2_12_5_512_512_0.png,train,negative
HFM2_20210516234906_0013_L1B_CMOS3_8_0_512_512_1.png,train,positive
HGM2_20200603235033_0005_L1B_CMOS2_18_3_448_512_1.png,train,positive
HGM2_20200603235033_0005_L1B_CMOS2_17_1_512_512_1.png,train,positive
HFM2_20210516234906_0016_L1B_CMOS1_2_18_512_448_1.png,train,positive
HFM2_20210516234906_0015_L1B_CMOS1_8_1_512_512_1.png,train,positive
HFM2_20210516234906_0013_L1B_CMOS3_10_17_512_512_0.png,train,negative
HEM1_20200623235326_0005_L1B_CMOS2_14_6_512_512_0.png,train,negative
HEM1_20200623235326_0005_L1B_CMOS2_11_9_512_512_0.png,train,negative
HFM2_20200827222226_0001_L1B_CMOS1_18_15_449_512_0.png,train,negative
HEM2_20200722222051_0008_L1B_CMOS3_5_14_512_512_0.png,train,negative
HFM2_20210516234906_0015_L1B_CMOS1_12_7_512_512_0.png,train,negative
HEM1_20200623235326_0005_L1B_CMOS2_10_13_512_512_1.png,train,positive
HHM1_20210819234751_0003_L1B_CMOS2_4_13_512_512_0.png,train,negative
HFM2_20200827222226_0001_L1B_CMOS1_12_12_512_512_0.png,train,negative
HGM1_20210910224080_0004_L1B_CMOS3_10_5_512_512_0.png,train,negative
HGM1_20210910224080_0004_L1B_CMOS3_3_2_512_512_0.png,train,negative
HFM2_20210516234906_0016_L1B_CMOS3_17_9_512_512_0.png,train,negative
HEW1_20200622150241_0006_L1B_CMOS2_6_0_512_512_0.png,train,negative
HFM2_20210516234906_0013_L1B_CMOS2_5_1_512_512_1.png,train,positive
HGM2_20200603235033_0005_L1B_CMOS2_16_16_512_512_1.png,train,positive
HFM2_20200827222226_0001_L1B_CMOS3_5_5_512_512_1.png,train,positive
HFM2_20200827222226_0001_L1B_CMOS1_18_1_449_512_1.png,train,positive
HFM2_20210516234906_0016_L1B_CMOS3_14_0_512_512_1.png,train,positive
HGM1_20210910224080_0004_L1B_CMOS3_8_10_512_512_0.png,train,negative
HEM1_20200623235326_0005_L1B_CMOS2_11_11_512_512_0.png,train,negative
HEM2_20200722222051_0008_L1B_CMOS3_7_11_512_512_0.png,train,negative
HEW1_20200622150241_0006_L1B_CMOS2_5_2_512_512_0.png,train,negative
HFM2_20200827222226_0001_L1B_CMOS1_11_5_512_512_0.png,train,negative
HFM2_20200827222226_0002_L1B_CMOS1_14_4_512_512_0.png,train,negative
HGM2_20200603235033_0005_L1B_CMOS2_16_15_512_512_1.png,train,positive
HFM2_20200827222226_0002_L1B_CMOS1_14_17_512_512_0.png,train,negative
HEM2_20200722222051_0008_L1B_CMOS3_6_17_512_512_0.png,train,negative
HGM2_20200603235033_0005_L1B_CMOS2_18_0_448_512_1.png,train,positive
HEM1_20200623235326_0005_L1B_CMOS2_13_11_512_512_0.png,train,negative
HGM2_20200603235033_0007_L1B_CMOS2_4_6_512_512_1.png,train,positive
HGM1_20210910224080_0004_L1B_CMOS3_3_3_512_512_0.png,train,negative
HFM2_20200827222226_0001_L1B_CMOS1_8_10_512_512_0.png,train,negative
HFM2_20210516234906_0015_L1B_CMOS1_15_16_512_512_1.png,train,positive
HHM1_20210819234751_0003_L1B_CMOS2_12_5_512_512_0.png,train,negative
HFM2_20200827222226_0002_L1B_CMOS1_15_15_512_512_0.png,train,negative
HGZ3_20200824012507_0005_L1B_CMOS3_7_10_512_512_0.png,train,negative
HFM2_20210516234906_0013_L1B_CMOS2_11_10_512_512_1.png,train,positive
HFM2_20210516234906_0015_L1B_CMOS1_17_12_512_512_1.png,train,positive
HHM1_20210819234751_0003_L1B_CMOS2_17_13_512_512_1.png,train,positive
HGM1_20200718224680_0005_L1B_CMOS1_13_15_512_512_0.png,train,negative
HHM1_20210819234751_0003_L1B_CMOS2_17_10_512_512_1.png,train,positive
HFM2_20200827222226_0002_L1B_CMOS1_10_5_512_512_0.png,train,negative
HGM2_20200603235033_0005_L1B_CMOS2_15_13_512_512_1.png,train,positive
HGZ3_20200824012507_0005_L1B_CMOS3_16_0_512_512_1.png,train,positive
HFM2_20210516234906_0016_L1B_CMOS1_2_14_512_512_1.png,train,positive
HFM2_20210516234906_0016_L1B_CMOS3_9_14_512_512_0.png,train,negative
HHM1_20210819234751_0003_L1B_CMOS2_4_15_512_512_0.png,train,negative
HFM2_20210516234906_0016_L1B_CMOS3_10_4_512_512_1.png,train,positive
HGZ3_20200824012507_0005_L1B_CMOS3_6_17_512_512_0.png,train,negative
HFM2_20210516234906_0016_L1B_CMOS3_11_0_512_512_1.png,train,positive
HFM2_20210516234906_0016_L1B_CMOS1_5_10_512_512_1.png,train,positive
HEM2_20200722222051_0008_L1B_CMOS3_6_3_512_512_1.png,train,positive
HGZ3_20200824012507_0005_L1B_CMOS3_18_1_449_512_1.png,train,positive
HGM2_20200621234228_0005_L1B_CMOS1_10_14_512_512_0.png,train,negative
HGM2_20200603235033_0005_L1B_CMOS2_7_12_512_512_1.png,train,positive
HFM2_20210516234906_0013_L1B_CMOS3_12_16_512_512_0.png,train,negative
HEM2_20200722222051_0008_L1B_CMOS3_9_8_512_512_1.png,train,positive
HFM2_20210516234906_0016_L1B_CMOS1_5_11_512_512_1.png,train,positive
HEM2_20200722222051_0008_L1B_CMOS3_4_0_512_512_1.png,train,positive
HFM2_20210516234906_0016_L1B_CMOS3_13_2_512_512_1.png,train,positive
HEM2_20200722222051_0008_L1B_CMOS3_7_3_512_512_1.png,train,positive
HFM2_20200827222226_0002_L1B_CMOS1_5_11_512_512_0.png,train,negative
HGM2_20200603235033_0005_L1B_CMOS2_14_7_512_512_1.png,train,positive
HGM2_20200603235033_0005_L1B_CMOS2_8_17_512_512_1.png,train,positive
HGM2_20200603235033_0007_L1B_CMOS2_1_0_512_512_1.png,train,positive
HGM1_20200718224680_0005_L1B_CMOS1_12_10_512_512_0.png,train,negative
HGM2_20200603235033_0005_L1B_CMOS2_7_16_512_512_1.png,train,positive
HEM1_20200623235326_0005_L1B_CMOS2_0_5_512_512_0.png,train,negative
HGM2_20200603235033_0005_L1B_CMOS2_14_8_512_512_1.png,train,positive
HEM1_20200623235326_0005_L1B_CMOS2_5_0_512_512_0.png,train,negative
HFM2_20210516234906_0013_L1B_CMOS3_11_14_512_512_0.png,train,negative
HFM2_20210516234906_0016_L1B_CMOS3_6_9_512_512_1.png,train,positive
HFM2_20200827222226_0001_L1B_CMOS3_0_14_512_512_0.png,train,negative
HGM2_20200603235033_0005_L1B_CMOS2_14_0_512_512_1.png,train,positive
HEM1_20200623235326_0005_L1B_CMOS2_14_14_512_512_0.png,train,negative
HEM1_20200623235326_0005_L1B_CMOS2_12_8_512_512_0.png,train,negative
HFM2_20210516234906_0016_L1B_CMOS1_5_9_512_512_1.png,train,positive
HFM2_20210516234906_0015_L1B_CMOS1_16_16_512_512_1.png,train,positive
HHM1_20210819234751_0003_L1B_CMOS2_11_5_512_512_0.png,train,negative
HEM2_20200722222051_0008_L1B_CMOS3_5_16_512_512_0.png,train,negative
HEM2_20200722222051_0008_L1B_CMOS3_5_3_512_512_1.png,train,positive
HGM2_20200603235033_0005_L1B_CMOS2_15_9_512_512_1.png,train,positive
HFM2_20210516234906_0013_L1B_CMOS2_2_4_512_512_1.png,train,positive
HFM2_20200827222226_0001_L1B_CMOS1_17_14_512_512_0.png,train,negative
HHM1_20210819234751_0003_L1B_CMOS2_11_9_512_512_0.png,train,negative
HFM2_20200827222226_0001_L1B_CMOS3_4_2_512_512_1.png,train,positive
HFM2_20200827222226_0002_L1B_CMOS1_1_15_512_512_0.png,train,negative
HFM2_20200827222226_0001_L1B_CMOS1_17_0_512_512_1.png,train,positive
HEM1_20200623235326_0005_L1B_CMOS2_3_10_512_512_0.png,train,negative
HFM2_20200827222226_0002_L1B_CMOS1_3_8_512_512_0.png,train,negative
HEM2_20200722222051_0008_L1B_CMOS3_5_15_512_512_0.png,train,negative
HEW1_20200622150241_0006_L1B_CMOS2_5_4_512_512_0.png,train,negative
HEM1_20200623235326_0005_L1B_CMOS2_9_1_512_512_0.png,train,negative
HGZ3_20200824012507_0005_L1B_CMOS3_15_13_512_512_1.png,train,positive
HFM2_20210516234906_0015_L1B_CMOS1_13_15_512_512_1.png,train,positive
HGM2_20200603235033_0007_L1B_CMOS2_3_2_512_512_1.png,train,positive
HEM2_20200722222051_0008_L1B_CMOS3_6_5_512_512_1.png,train,positive
HEM2_20200722222051_0008_L1B_CMOS3_2_15_512_512_0.png,train,negative
HFM2_20210516234906_0015_L1B_CMOS1_13_16_512_512_1.png,train,positive
HHM1_20210819234751_0003_L1B_CMOS2_18_11_449_512_1.png,train,positive
HFM2_20210516234906_0015_L1B_CMOS1_17_9_512_512_1.png,train,positive
HFM2_20210516234906_0015_L1B_CMOS1_10_4_512_512_1.png,train,positive
HGM2_20200603235033_0007_L1B_CMOS2_0_0_512_512_1.png,train,positive
HFM2_20200827222226_0002_L1B_CMOS1_5_3_512_512_1.png,train,positive
HFM2_20210516234906_0015_L1B_CMOS1_9_5_512_512_1.png,train,positive
HGM2_20200603235033_0005_L1B_CMOS2_9_14_512_512_1.png,train,positive
HEW1_20200622150241_0006_L1B_CMOS2_5_0_512_512_0.png,train,negative
HEW1_20200622150241_0006_L1B_CMOS2_2_7_512_512_0.png,train,negative
HFM2_20210516234906_0015_L1B_CMOS1_14_16_512_512_1.png,train,positive
HEW1_20200622150241_0006_L1B_CMOS2_10_13_512_512_0.png,train,negative
HFM2_20200827222226_0001_L1B_CMOS1_9_2_512_512_0.png,train,negative
HEW1_20200622150241_0006_L1B_CMOS2_9_4_512_512_1.png,train,positive
HHM1_20210819234751_0003_L1B_CMOS2_18_12_449_512_1.png,train,positive
HFM2_20210516234906_0013_L1B_CMOS3_7_0_512_512_1.png,train,positive
HEM1_20200623235326_0005_L1B_CMOS2_2_14_512_512_0.png,train,negative
HGM2_20200603235033_0007_L1B_CMOS2_0_5_512_512_1.png,train,positive
HFM2_20210516234906_0013_L1B_CMOS2_10_13_512_512_1.png,train,positive
HFM2_20210516234906_0016_L1B_CMOS1_7_12_512_512_1.png,train,positive
HFM2_20210516234906_0013_L1B_CMOS2_1_4_512_512_1.png,train,positive
HGM2_20200603235033_0005_L1B_CMOS2_17_15_512_512_1.png,train,positive
HGM2_20200603235033_0005_L1B_CMOS2_13_10_512_512_1.png,train,positive
HFM2_20210516234906_0015_L1B_CMOS1_16_9_512_512_1.png,train,positive
HFM2_20210516234906_0013_L1B_CMOS2_9_2_512_512_1.png,train,positive
HEM2_20200722222051_0008_L1B_CMOS3_6_2_512_512_1.png,train,positive
HFM2_20210516234906_0016_L1B_CMOS3_17_8_512_512_0.png,train,negative
HFM2_20210516234906_0013_L1B_CMOS3_13_18_512_448_0.png,train,negative
HGM2_20200621234228_0006_L1B_CMOS1_2_0_512_512_0.png,train,negative
HGM2_20200621234228_0005_L1B_CMOS1_14_17_512_512_0.png,train,negative
HFM2_20210516234906_0016_L1B_CMOS1_2_10_512_512_1.png,train,positive
HFM2_20200827222226_0001_L1B_CMOS1_9_4_512_512_0.png,train,negative
HFM2_20200827222226_0002_L1B_CMOS1_0_18_512_448_0.png,train,negative
HGM2_20200603235033_0005_L1B_CMOS2_14_12_512_512_1.png,train,positive
HEM2_20200722222051_0008_L1B_CMOS3_8_9_512_512_1.png,train,positive
HEM1_20200623235326_0005_L1B_CMOS2_4_11_512_512_0.png,train,negative
HFM2_20210516234906_0016_L1B_CMOS3_0_17_512_512_0.png,train,negative
HFM2_20210516234906_0013_L1B_CMOS2_17_14_512_512_1.png,train,positive
HFM2_20210516234906_0013_L1B_CMOS2_9_3_512_512_1.png,train,positive
HEM2_20200722222051_0008_L1B_CMOS3_7_6_512_512_1.png,train,positive
HFM2_20210516234906_0016_L1B_CMOS3_14_8_512_512_1.png,train,positive
HEW1_20200622150241_0006_L1B_CMOS2_6_1_512_512_0.png,train,negative
HFM2_20210516234906_0016_L1B_CMOS3_16_15_512_512_0.png,train,negative
HFM2_20210516234906_0016_L1B_CMOS3_16_11_512_512_0.png,train,negative
HFM2_20200827222226_0001_L1B_CMOS3_5_0_512_512_1.png,train,positive
HFM2_20210516234906_0013_L1B_CMOS2_11_5_512_512_1.png,train,positive
HEW1_20200622150241_0006_L1B_CMOS2_6_12_512_512_0.png,train,negative
HGM2_20200603235033_0007_L1B_CMOS2_2_2_512_512_1.png,train,positive
HFM2_20210516234906_0013_L1B_CMOS2_18_16_449_512_1.png,train,positive
HFM2_20200827222226_0001_L1B_CMOS1_2_4_512_512_0.png,train,negative
HGM2_20200603235033_0005_L1B_CMOS2_13_4_512_512_1.png,train,positive
HFM2_20210516234906_0013_L1B_CMOS2_10_10_512_512_1.png,train,positive
HGM2_20200621234228_0006_L1B_CMOS1_14_9_512_512_0.png,train,negative
HFM2_20210516234906_0015_L1B_CMOS1_8_4_512_512_1.png,train,positive
HFM2_20210516234906_0015_L1B_CMOS1_16_18_512_448_1.png,train,positive
HEM1_20200623235326_0005_L1B_CMOS2_6_12_512_512_0.png,train,negative
HFM2_20210516234906_0013_L1B_CMOS2_6_4_512_512_1.png,train,positive
HFM2_20210516234906_0016_L1B_CMOS3_11_5_512_512_1.png,train,positive
HFM2_20200827222226_0001_L1B_CMOS3_7_16_512_512_0.png,train,negative
HFM2_20210516234906_0013_L1B_CMOS3_15_16_512_512_0.png,train,negative
HFM2_20200827222226_0002_L1B_CMOS1_7_9_512_512_0.png,train,negative
HEM2_20200722222051_0008_L1B_CMOS3_15_4_512_512_0.png,train,negative
HGM2_20200603235033_0007_L1B_CMOS2_8_14_512_512_1.png,train,positive
HGM2_20200621234228_0006_L1B_CMOS1_15_10_512_512_0.png,train,negative
HFM2_20200827222226_0002_L1B_CMOS1_15_14_512_512_0.png,train,negative
HHM1_20210819234751_0003_L1B_CMOS2_17_9_512_512_1.png,train,positive
HFM2_20210516234906_0016_L1B_CMOS3_12_0_512_512_1.png,train,positive
HFM2_20210516234906_0013_L1B_CMOS3_4_5_512_512_1.png,train,positive
HGM2_20200603235033_0007_L1B_CMOS2_0_6_512_512_1.png,train,positive
HGM2_20200621234228_0006_L1B_CMOS1_6_12_512_512_0.png,train,negative
HFM2_20210516234906_0013_L1B_CMOS3_5_6_512_512_1.png,train,positive
HEM1_20200623235326_0005_L1B_CMOS2_14_7_512_512_0.png,train,negative
HFM2_20210516234906_0015_L1B_CMOS1_18_13_449_512_1.png,train,positive
HFM2_20210516234906_0016_L1B_CMOS3_16_8_512_512_0.png,train,negative
HEM1_20200623235326_0005_L1B_CMOS2_3_11_512_512_0.png,train,negative
HFM2_20200827222226_0001_L1B_CMOS3_6_8_512_512_1.png,train,positive
HFM2_20210516234906_0016_L1B_CMOS3_10_0_512_512_1.png,train,positive
HFM2_20210516234906_0013_L1B_CMOS3_7_2_512_512_1.png,train,positive
HFM2_20200827222226_0002_L1B_CMOS1_2_15_512_512_0.png,train,negative
HGM2_20200603235033_0005_L1B_CMOS2_0_2_512_512_0.png,train,negative
HFM2_20200827222226_0002_L1B_CMOS1_7_3_512_512_1.png,train,positive
HEM2_20200722222051_0008_L1B_CMOS3_3_7_512_512_0.png,train,negative
HFM2_20210516234906_0013_L1B_CMOS2_15_7_512_512_1.png,train,positive
HEM2_20200722222051_0008_L1B_CMOS3_7_2_512_512_1.png,train,positive
HFM2_20210516234906_0013_L1B_CMOS2_18_15_449_512_1.png,train,positive
HFM2_20210516234906_0015_L1B_CMOS1_15_13_512_512_1.png,train,positive
HFM2_20210516234906_0013_L1B_CMOS2_5_4_512_512_1.png,train,positive
HGM1_20210910224080_0004_L1B_CMOS3_9_5_512_512_0.png,train,negative
HFM2_20200827222226_0001_L1B_CMOS3_8_1_512_512_0.png,train,negative
HEM2_20200722222051_0008_L1B_CMOS3_6_9_512_512_1.png,train,positive
HFM2_20210516234906_0013_L1B_CMOS2_7_2_512_512_1.png,train,positive
HGZ3_20200824012507_0005_L1B_CMOS3_7_9_512_512_0.png,train,negative
HGM1_20200718224680_0005_L1B_CMOS1_6_13_512_512_0.png,train,negative
HGM2_20200603235033_0005_L1B_CMOS2_8_11_512_512_1.png,train,positive
HGZ3_20200824012507_0005_L1B_CMOS3_11_17_512_512_0.png,train,negative
HGM2_20200603235033_0005_L1B_CMOS2_13_6_512_512_1.png,train,positive
HFM2_20210516234906_0013_L1B_CMOS2_0_12_512_512_0.png,train,negative
HGM2_20200603235033_0007_L1B_CMOS2_3_5_512_512_1.png,train,positive
HGZ3_20200824012507_0005_L1B_CMOS3_16_12_512_512_1.png,train,positive
HFM2_20210516234906_0016_L1B_CMOS1_0_5_512_512_1.png,train,positive
HFM2_20210516234906_0013_L1B_CMOS2_15_6_512_512_1.png,train,positive
HGZ3_20200824012507_0005_L1B_CMOS3_16_4_512_512_0.png,train,negative
HFM2_20210516234906_0016_L1B_CMOS1_2_12_512_512_1.png,train,positive
HFM2_20210516234906_0016_L1B_CMOS3_0_6_512_512_0.png,train,negative
HFM2_20210516234906_0015_L1B_CMOS1_16_15_512_512_1.png,train,positive
HGM2_20200621234228_0005_L1B_CMOS1_17_2_512_512_1.png,train,positive
HEM2_20200722222051_0008_L1B_CMOS3_4_1_512_512_1.png,train,positive
HGM2_20200603235033_0005_L1B_CMOS2_13_16_512_512_1.png,train,positive
HFM2_20210516234906_0016_L1B_CMOS3_8_12_512_512_0.png,train,negative
HFM2_20210516234906_0016_L1B_CMOS1_17_1_512_512_1.png,train,positive
HFM2_20200827222226_0001_L1B_CMOS1_15_2_512_512_0.png,train,negative
HFM2_20210516234906_0013_L1B_CMOS3_10_18_512_448_0.png,train,negative
HFM2_20200827222226_0001_L1B_CMOS1_8_9_512_512_0.png,train,negative
HFM2_20210516234906_0015_L1B_CMOS1_10_6_512_512_1.png,train,positive
HFM2_20210516234906_0016_L1B_CMOS3_10_9_512_512_0.png,train,negative
HGM2_20200621234228_0006_L1B_CMOS1_0_0_512_512_0.png,train,negative
HFM2_20210516234906_0013_L1B_CMOS2_10_1_512_512_1.png,train,positive
HFM2_20210516234906_0013_L1B_CMOS3_6_0_512_512_1.png,train,positive
HFM2_20200827222226_0001_L1B_CMOS1_11_14_512_512_0.png,train,negative
HFM2_20210516234906_0013_L1B_CMOS3_1_14_512_512_0.png,train,negative
HFM2_20210516234906_0013_L1B_CMOS2_11_6_512_512_1.png,train,positive
HFM2_20200827222226_0001_L1B_CMOS1_1_7_512_512_0.png,train,negative
HFM2_20210516234906_0016_L1B_CMOS1_4_9_512_512_1.png,train,positive
HGM2_20200621234228_0006_L1B_CMOS1_14_8_512_512_0.png,train,negative
HFM2_20210516234906_0015_L1B_CMOS1_18_8_449_512_1.png,train,positive
HHM1_20210819234751_0003_L1B_CMOS2_16_14_512_512_1.png,train,positive
HFM2_20210516234906_0016_L1B_CMOS3_1_13_512_512_0.png,train,negative
HGM2_20200603235033_0007_L1B_CMOS2_0_9_512_512_1.png,train,positive
HFM2_20200827222226_0001_L1B_CMOS3_1_5_512_512_0.png,train,negative
HEM2_20200722222051_0008_L1B_CMOS3_6_16_512_512_0.png,train,negative
HGM2_20200621234228_0006_L1B_CMOS1_8_14_512_512_0.png,train,negative
HFM2_20210516234906_0016_L1B_CMOS3_7_6_512_512_1.png,train,positive
HFM2_20210516234906_0016_L1B_CMOS3_0_9_512_512_0.png,train,negative
HGM1_20200718224680_0005_L1B_CMOS1_10_15_512_512_0.png,train,negative
HFM2_20200827222226_0001_L1B_CMOS1_1_5_512_512_0.png,train,negative
HGZ3_20200824012507_0005_L1B_CMOS3_0_8_512_512_0.png,train,negative
HGM2_20200603235033_0005_L1B_CMOS2_1_9_512_512_0.png,train,negative
HFM2_20210516234906_0013_L1B_CMOS2_14_16_512_512_0.png,train,negative
HFM2_20200827222226_0002_L1B_CMOS1_2_3_512_512_1.png,train,positive
HFM2_20200827222226_0002_L1B_CMOS1_10_14_512_512_0.png,train,negative
HFM2_20210516234906_0015_L1B_CMOS1_16_12_512_512_1.png,train,positive
HFM2_20210516234906_0013_L1B_CMOS3_9_10_512_512_0.png,train,negative
HFM2_20210516234906_0016_L1B_CMOS1_2_11_512_512_1.png,train,positive
